sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;groundSteering;
1584543153;123020;868;609817;1584543153;123020;-0;
1584543153;223548;868;710347;1584543153;223548;-0;
1584543153;324071;868;810869;1584543153;324071;-0;
1584543153;424650;868;911451;1584543153;424650;-0;
1584543153;525387;869;12282;1584543153;525387;-0;
1584543153;626064;869;112849;1584543153;626064;-0;
1584543153;726778;869;213579;1584543153;726778;-0;
1584543153;827300;869;314089;1584543153;827300;-0;
1584543153;927818;869;414613;1584543153;927818;0.01500292;
1584543154;28369;869;515164;1584543154;28369;0.0749791;
1584543154;128921;869;615712;1584543154;128921;0.0749791;
1584543154;229482;869;716275;1584543154;229482;0.06597735;
1584543154;330212;869;817083;1584543154;330212;0.06597735;
1584543154;430901;869;917795;1584543154;430901;0.06298564;
1584543154;531533;870;18329;1584543154;531533;0.06597735;
1584543154;632133;870;118923;1584543154;632133;0.06597735;
1584543154;732706;870;219503;1584543154;732706;0.06597735;
1584543154;833487;870;320291;1584543154;833487;0.06597735;
1584543154;934116;870;420921;1584543154;934116;0.06597735;
1584543155;34801;870;521606;1584543155;34801;0.06597735;
1584543155;135951;870;622871;1584543155;135951;0.06597735;
1584543155;235611;870;722414;1584543155;235611;0.06597735;
1584543155;336232;870;823026;1584543155;336232;0.0239958;
1584543155;436705;870;923501;1584543155;436705;-0;
1584543155;537348;871;24159;1584543155;537348;-0;
1584543155;637903;871;124711;1584543155;637903;-0;
1584543155;738429;871;225225;1584543155;738429;-0;
1584543155;839019;871;325823;1584543155;839019;-0;
1584543155;939695;871;426565;1584543155;939695;-0;
1584543156;40586;871;527473;1584543156;40586;-0;
1584543156;141301;871;628094;1584543156;141301;-0;
1584543156;241777;871;728573;1584543156;241777;-0;
1584543156;342275;871;829065;1584543156;342275;-0;
1584543156;442783;871;929588;1584543156;442783;-0;
1584543156;543453;872;30289;1584543156;543453;-0;
1584543156;644115;872;130944;1584543156;644115;-0;
1584543156;744836;872;231664;1584543156;744836;-0;
1584543156;845770;872;332646;1584543156;845770;-0;
1584543156;946410;872;433206;1584543156;946410;-0;
1584543157;47042;872;533868;1584543157;47042;-0;
1584543157;147740;872;634561;1584543157;147740;-0;
1584543157;248435;872;735266;1584543157;248435;-0;
1584543157;349147;872;835977;1584543157;349147;-0;
1584543157;449885;872;936724;1584543157;449885;-0;
1584543157;550652;873;37471;1584543157;550652;-0;
1584543157;651396;873;138207;1584543157;651396;-0;
1584543157;752031;873;238863;1584543157;752031;-0;
