sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;groundSteering;
1584543401;101672;1116;588512;1584543401;101672;-0;
1584543401;202321;1116;689146;1584543401;202321;-0;
1584543401;302949;1116;789748;1584543401;302949;-0;
1584543401;403571;1116;890395;1584543401;403571;-0;
1584543401;504231;1116;991048;1584543401;504231;-0;
1584543401;604948;1117;91828;1584543401;604948;-0;
1584543401;705682;1117;192503;1584543401;705682;-0;
1584543401;806266;1117;293084;1584543401;806266;-0;
1584543401;906833;1117;393658;1584543401;906833;-0.01499404;
1584543402;7351;1117;494148;1584543402;7351;-0.01499404;
1584543402;107897;1117;594713;1584543402;107897;-0.01499404;
1584543402;208409;1117;695202;1584543402;208409;-0.01499404;
1584543402;308972;1117;795783;1584543402;308972;-0.01499404;
1584543402;409680;1117;896542;1584543402;409680;-0.01798575;
1584543402;510395;1117;997208;1584543402;510395;-0.01798575;
1584543402;611097;1118;97927;1584543402;611097;-0.01798575;
1584543402;711632;1118;198436;1584543402;711632;-0.01798575;
1584543402;812296;1118;299116;1584543402;812296;-0.01798575;
1584543402;913039;1118;399879;1584543402;913039;-0.01499404;
1584543403;13726;1118;500550;1584543403;13726;-0.01499404;
1584543403;114447;1118;601274;1584543403;114447;-0.01798575;
1584543403;215236;1118;702062;1584543403;215236;-0.02098634;
1584543403;315847;1118;802654;1584543403;315847;-0.02098634;
1584543403;416346;1118;903147;1584543403;416346;-0.02098634;
1584543403;516884;1119;3695;1584543403;516884;-0.02098634;
1584543403;617560;1119;104393;1584543403;617560;-0.02098634;
1584543403;718199;1119;205005;1584543403;718199;-0.02098634;
1584543403;818827;1119;305647;1584543403;818827;-0.02098634;
1584543403;919596;1119;406420;1584543403;919596;-0.02098634;
1584543404;20346;1119;507153;1584543404;20346;-0.02098634;
1584543404;121080;1119;607910;1584543404;121080;-0.02098634;
1584543404;221760;1119;708568;1584543404;221760;-0.02098634;
1584543404;322344;1119;809180;1584543404;322344;-0.02098634;
1584543404;423018;1119;909833;1584543404;423018;-0.02098634;
1584543404;523619;1120;10452;1584543404;523619;-0.02098634;
1584543404;624282;1120;111099;1584543404;624282;-0.02098634;
1584543404;724830;1120;211632;1584543404;724830;-0.02098634;
1584543404;825343;1120;312158;1584543404;825343;-0.02098634;
1584543404;925940;1120;412764;1584543404;925940;-0.02098634;
1584543405;26571;1120;513372;1584543405;26571;-0.02398692;
1584543405;127065;1120;613862;1584543405;127065;-0.02398692;
1584543405;227594;1120;714405;1584543405;227594;-0.03598038;
1584543405;328251;1120;815082;1584543405;328251;-0.07196964;
1584543405;428915;1120;915733;1584543405;428915;-0.07196964;
1584543405;529584;1121;16411;1584543405;529584;-0.07196964;
1584543405;630278;1121;117107;1584543405;630278;-0.07196964;
1584543405;731086;1121;217942;1584543405;731086;-0.07196964;
1584543405;831759;1121;318569;1584543405;831759;-0.07196964;
1584543405;932333;1121;419133;1584543405;932333;-0.07196964;
1584543406;33101;1121;519971;1584543406;33101;-0.07196964;
1584543406;133731;1121;620519;1584543406;133731;-0.07196964;
1584543406;234215;1121;721003;1584543406;234215;-0.07196964;
1584543406;334756;1121;821581;1584543406;334756;-0.07196964;
1584543406;435415;1121;922230;1584543406;435415;-0.1169518;
1584543406;536017;1122;22849;1584543406;536017;-0.1169518;
1584543406;636626;1122;123446;1584543406;636626;-0.1169518;
1584543406;737227;1122;224041;1584543406;737227;-0.1649345;
1584543406;838092;1122;325004;1584543406;838092;-0.1799285;
1584543406;938857;1122;425678;1584543406;938857;-0.1799285;
1584543407;39538;1122;526359;1584543407;39538;-0.2189184;
1584543407;140104;1122;626895;1584543407;140104;-0.2519071;
1584543407;240579;1122;727370;1584543407;240579;-0.1919309;
1584543407;341257;1122;828072;1584543407;341257;-0.1739362;
1584543407;441854;1122;928660;1584543407;441854;-0.1769368;
1584543407;542472;1123;29279;1584543407;542472;-0.1559416;
1584543407;643219;1123;130094;1584543407;643219;-0.0779708;
1584543407;743925;1123;230746;1584543407;743925;-0;
1584543407;844588;1123;331430;1584543407;844588;-0;
1584543407;945191;1123;432016;1584543407;945191;0.07797969;
1584543408;45797;1123;532605;1584543408;45797;0.1889392;
1584543408;146273;1123;633061;1584543408;146273;-0;
1584543408;246675;1123;733460;1584543408;246675;-0;
1584543408;347116;1123;833911;1584543408;347116;-0;
1584543408;447814;1123;934690;1584543408;447814;-0;
1584543408;548566;1124;35377;1584543408;548566;-0;
1584543408;649091;1124;135892;1584543408;649091;-0;
1584543408;749609;1124;236404;1584543408;749609;-0;
1584543408;850097;1124;336891;1584543408;850097;-0;
1584543408;950547;1124;437337;1584543408;950547;-0.1619339;
1584543409;51194;1124;538019;1584543409;51194;-0;
1584543409;151753;1124;638546;1584543409;151753;-0;
1584543409;252190;1124;738987;1584543409;252190;-0;
1584543409;352644;1124;839447;1584543409;352644;-0;
1584543409;453119;1124;939907;1584543409;453119;-0;
1584543409;553541;1125;40334;1584543409;553541;-0;
1584543409;653963;1125;140785;1584543409;653963;-0.1079589;
1584543409;754421;1125;241344;1584543409;754421;-0;
1584543409;854993;1125;341910;1584543409;854993;-0;
1584543409;955617;1125;442570;1584543409;955617;-0;
1584543410;56778;1125;543601;1584543410;56778;0.0239958;
1584543410;157360;1125;644146;1584543410;157360;0.290888;
1584543410;257810;1125;744597;1584543410;257810;0.290888;
1584543410;358268;1125;845056;1584543410;358268;-0;
1584543410;458779;1125;945586;1584543410;458779;-0;
1584543410;559317;1126;46122;1584543410;559317;-0;
1584543410;660024;1126;146897;1584543410;660024;-0.236913;
1584543410;760687;1126;247494;1584543410;760687;-0;
1584543410;861269;1126;348069;1584543410;861269;-0;
1584543410;961717;1126;448503;1584543410;961717;-0;
1584543411;62156;1126;548954;1584543411;62156;-0;
1584543411;162669;1126;649455;1584543411;162669;0.290888;
1584543411;263109;1126;749893;1584543411;263109;-0;
1584543411;363535;1126;850322;1584543411;363535;-0;
1584543411;464182;1126;951063;1584543411;464182;-0;
1584543411;564834;1127;51638;1584543411;564834;-0;
1584543411;665360;1127;152152;1584543411;665360;-0;
1584543411;765819;1127;252601;1584543411;765819;-0;
1584543411;866238;1127;353024;1584543411;866238;-0;
1584543411;966670;1127;453465;1584543411;966670;-0;
1584543412;67123;1127;553919;1584543412;67123;-0.1499404;
1584543412;167604;1127;654408;1584543412;167604;-0;
1584543412;268284;1127;755147;1584543412;268284;-0;
1584543412;368977;1127;855784;1584543412;368977;-0;
1584543412;469540;1127;956338;1584543412;469540;-0;
1584543412;570026;1128;56835;1584543412;570026;-0;
1584543412;670495;1128;157302;1584543412;670495;-0;
1584543412;770944;1128;257841;1584543412;770944;-0;
1584543412;871527;1128;358331;1584543412;871527;-0;
1584543412;971998;1128;458803;1584543412;971998;-0;
1584543413;72553;1128;559355;1584543413;72553;-0;
1584543413;173106;1128;659904;1584543413;173106;-0.08996427;
1584543413;273702;1128;760521;1584543413;273702;-0;
1584543413;374437;1128;861275;1584543413;374437;-0;
1584543413;475155;1128;961947;1584543413;475155;-0;
1584543413;575824;1129;62656;1584543413;575824;-0.07196964;
1584543413;676333;1129;163127;1584543413;676333;-0.152941;
1584543413;776818;1129;263619;1584543413;776818;-0.2069249;
1584543413;877449;1129;364253;1584543413;877449;-0.2039243;
1584543413;977989;1129;464789;1584543413;977989;-0.2039243;
1584543414;78462;1129;565255;1584543414;78462;-0.2039243;
1584543414;179002;1129;665793;1584543414;179002;-0.2039243;
1584543414;279680;1129;766474;1584543414;279680;-0.2009238;
1584543414;380369;1129;867160;1584543414;380369;-0.2009238;
1584543414;480925;1129;967830;1584543414;480925;-0.2009238;
1584543414;581679;1130;68479;1584543414;581679;-0.2009238;
1584543414;682303;1130;169099;1584543414;682303;-0.2009238;
1584543414;782826;1130;269616;1584543414;782826;-0.1919309;
1584543414;883459;1130;370262;1584543414;883459;-0;
1584543414;984117;1130;470920;1584543414;984117;-0;
1584543415;84786;1130;571613;1584543415;84786;-0;
1584543415;185338;1130;672133;1584543415;185338;-0;
1584543415;285891;1130;772689;1584543415;285891;-0;
1584543415;386500;1130;873307;1584543415;386500;-0;
1584543415;487109;1130;973905;1584543415;487109;-0;
1584543415;587718;1131;74527;1584543415;587718;-0;
1584543415;688351;1131;175156;1584543415;688351;-0;
1584543415;788981;1131;275789;1584543415;788981;-0;
1584543415;889618;1131;376430;1584543415;889618;-0;
1584543415;990545;1131;477413;1584543415;990545;0.1589511;
1584543416;91408;1131;578213;1584543416;91408;-0;
1584543416;191905;1131;678697;1584543416;191905;-0;
1584543416;292419;1131;779225;1584543416;292419;-0;
1584543416;393017;1131;879836;1584543416;393017;-0;
1584543416;493689;1131;980526;1584543416;493689;-0;
1584543416;594311;1132;81114;1584543416;594311;-0;
1584543416;694954;1132;181779;1584543416;694954;-0;
1584543416;795660;1132;282488;1584543416;795660;-0;
1584543416;896360;1132;383171;1584543416;896360;-0;
1584543416;996865;1132;483647;1584543416;996865;-0;
